rpm,voltage_v,current_a,power_elec_w,temperature_c,vibration_rms_g,throttle_pct,load_pct,efficiency_pct,residual_rpm,residual_current_a,residual_temperature_c,residual_vibration_g,norm_residual_rpm,norm_residual_current,norm_residual_temp,norm_residual_vibration,composite_residual_score,rolling_mean_rpm,rolling_std_rpm,rolling_mean_temp,rolling_std_temp,rolling_mean_vib,rolling_std_vib,thermal_slope_c_per_s,vibration_slope_g_per_s,electrical_loss_ratio,fault_class,is_anomaly,rul_hours,trajectory_id,step,severity
9531.7,14.75,23.77,350.7,89.32,0.588,76.3,54.67,71.54,646.4,2.99,4.95,0.08,5.39,3.74,1.98,1.0,3.36,9491.3,174.63,88.52,0.657,0.555,0.0286,0.111,0.0016,0.285,SENSOR_DRIFT,1,25.23,5,55,0.9
9544.9,14.82,23.97,355.32,89.72,0.599,76.03,54.67,70.9,649.0,3.14,5.37,0.09,5.41,3.93,2.15,1.12,3.46,9536.9,111.87,88.76,0.612,0.559,0.0315,0.124,0.0053,0.291,SENSOR_DRIFT,1,21.43,5,56,0.925
9885.5,14.81,25.45,377.04,89.85,0.601,78.81,54.67,74.23,668.9,3.14,5.2,0.063,5.57,3.93,2.08,0.79,3.4,9582.9,145.99,89.0,0.523,0.569,0.0276,0.082,0.0036,0.258,SENSOR_DRIFT,1,17.62,5,57,0.95
9587.6,14.69,24.06,353.43,89.73,0.529,76.99,54.67,72.24,658.2,3.08,5.1,0.017,5.49,3.85,2.04,0.21,3.37,9572.5,141.55,89.13,0.519,0.568,0.0286,0.078,-0.0015,0.278,SENSOR_DRIFT,1,13.79,5,58,0.975
9938.8,14.87,25.82,384.04,90.59,0.602,78.73,54.67,74.06,694.2,3.38,5.66,0.061,5.78,4.22,2.26,0.76,3.57,9617.6,175.2,89.36,0.605,0.573,0.03,0.109,0.0013,0.259,SENSOR_DRIFT,1,9.95,5,59,1.0
8119.1,14.83,13.49,200.02,21.91,0.382,65.23,26.34,59.42,56.2,0.14,-63.0,-0.049,0.47,0.18,-25.2,-0.61,12.84,8119.1,0.0,21.91,0.0,0.382,0.0,0.0,0.0,0.406,COMBINED_DEGRADATION,0,185.98,6,0,0.0
8170.6,14.78,13.71,202.62,27.22,0.475,66.06,26.4,59.82,33.2,0.11,11.97,0.038,0.28,0.14,4.79,0.47,3.4,8144.9,25.75,24.56,2.655,0.428,0.0465,0.0,0.0,0.402,COMBINED_DEGRADATION,0,184.65,6,1,0.002
8078.7,14.71,13.68,201.33,32.35,0.432,65.43,26.52,58.27,59.5,0.44,12.61,0.005,0.5,0.55,5.04,0.06,3.57,8122.8,37.61,27.16,4.262,0.43,0.038,2.61,0.0125,0.417,COMBINED_DEGRADATION,0,182.93,6,2,0.006
7840.7,14.74,12.84,189.28,36.12,0.53,63.83,26.68,56.76,5.1,0.15,12.53,0.118,0.04,0.19,5.01,1.48,3.69,8052.3,126.42,29.4,5.355,0.455,0.0545,2.368,0.0247,0.432,COMBINED_DEGRADATION,0,181.03,6,3,0.011
7715.7,14.74,12.23,180.2,39.39,0.468,62.66,26.87,56.93,27.3,-0.04,12.48,0.068,0.23,-0.05,4.99,0.85,3.62,7985.0,175.82,31.4,6.238,0.457,0.049,2.185,0.0108,0.431,COMBINED_DEGRADATION,0,178.99,6,4,0.018
8020.8,14.82,13.45,199.39,42.79,0.361,64.92,27.08,57.92,13.1,0.17,12.61,-0.066,0.11,0.21,5.04,-0.83,3.6,7990.9,161.05,33.3,7.103,0.441,0.0574,2.088,-0.0021,0.421,COMBINED_DEGRADATION,0,176.84,6,5,0.025
7720.2,14.79,12.78,189.01,44.4,0.517,62.36,27.31,54.62,49.1,0.51,11.58,0.118,0.41,0.64,4.63,1.47,3.69,7952.3,176.66,34.88,7.638,0.452,0.0594,1.874,0.0113,0.454,COMBINED_DEGRADATION,0,174.6,6,6,0.032
8086.2,14.66,14.1,206.82,47.14,0.621,66.37,27.56,57.52,-5.1,0.49,11.58,0.187,-0.04,0.61,4.63,2.34,3.66,7969.0,171.08,36.41,8.215,0.473,0.0788,1.802,0.0171,0.425,COMBINED_DEGRADATION,0,172.29,6,7,0.041
7912.0,14.77,13.69,202.26,48.84,0.381,64.45,27.84,55.25,1.0,0.61,10.98,-0.038,0.01,0.76,4.39,-0.47,3.53,7962.7,162.29,37.8,8.673,0.463,0.0797,1.683,-0.0001,0.447,COMBINED_DEGRADATION,0,169.91,6,8,0.05
8242.1,14.75,14.98,220.85,51.18,0.592,67.03,28.13,57.38,28.3,0.89,11.0,0.148,0.24,1.11,4.4,1.85,3.55,7990.6,175.3,39.13,9.156,0.476,0.0849,1.626,0.0117,0.426,COMBINED_DEGRADATION,0,167.48,6,9,0.06
7681.5,14.63,13.15,192.28,52.68,0.383,63.48,28.43,53.52,-26.8,0.63,10.83,-0.019,-0.22,0.79,4.33,-0.24,3.59,7946.9,191.63,42.21,7.94,0.476,0.0848,1.414,-0.0051,0.465,COMBINED_DEGRADATION,0,164.98,6,10,0.07
7639.1,14.66,13.23,194.07,53.47,0.316,62.8,28.75,52.33,2.8,0.89,10.17,-0.081,0.02,1.11,4.07,-1.01,3.63,7893.7,195.86,44.84,6.809,0.46,0.0975,1.173,-0.0064,0.477,COMBINED_DEGRADATION,0,162.44,6,11,0.081
8142.1,14.59,14.86,216.8,55.36,0.466,67.33,29.09,56.92,-3.8,0.86,10.36,0.027,-0.03,1.07,4.14,0.34,3.37,7900.0,202.65,47.14,6.045,0.463,0.097,1.069,-0.0036,0.431,COMBINED_DEGRADATION,0,159.85,6,12,0.092
7880.2,14.63,14.09,206.15,56.35,0.545,65.26,29.44,54.47,-30.4,0.8,10.01,0.126,-0.25,1.0,4.0,1.58,3.54,7904.0,201.84,49.16,5.367,0.465,0.0982,0.942,0.0043,0.455,COMBINED_DEGRADATION,0,157.21,6,13,0.103
7667.9,14.67,13.9,203.92,57.45,0.372,63.35,29.81,50.93,-25.5,1.25,10.06,-0.029,-0.21,1.56,4.02,-0.36,3.71,7899.2,206.75,50.97,4.782,0.455,0.102,0.814,0.0006,0.491,COMBINED_DEGRADATION,0,154.54,6,14,0.116
7690.8,14.61,13.58,198.44,57.92,0.544,64.03,30.18,53.01,-48.2,0.74,9.55,0.139,-0.4,0.93,3.82,1.74,3.58,7866.2,211.0,52.48,4.328,0.474,0.0998,0.751,0.0015,0.47,COMBINED_DEGRADATION,0,151.82,6,15,0.128
7895.4,14.56,14.47,210.7,59.26,0.616,66.27,30.57,54.23,-82.5,0.82,9.83,0.191,-0.69,1.03,3.93,2.39,3.66,7883.7,205.35,53.97,3.82,0.484,0.1082,0.673,-0.0003,0.458,COMBINED_DEGRADATION,0,149.07,6,16,0.141
7992.4,14.48,15.17,219.68,60.11,0.572,66.99,30.98,54.18,-21.8,1.34,9.69,0.144,-0.18,1.67,3.88,1.8,3.59,7874.3,197.89,55.26,3.469,0.479,0.1028,0.626,0.0106,0.458,COMBINED_DEGRADATION,1,146.29,6,17,0.155
7646.6,14.57,13.75,200.45,61.12,0.481,63.93,31.39,52.22,-41.2,0.92,10.05,0.08,-0.34,1.15,4.02,1.0,3.61,7847.8,208.57,56.49,3.135,0.489,0.0976,0.552,-0.0062,0.478,COMBINED_DEGRADATION,1,143.47,6,18,0.169
7594.7,14.5,14.19,205.8,61.79,0.616,63.98,31.82,50.05,-55.7,1.43,10.15,0.218,-0.46,1.79,4.06,2.72,4.01,7783.1,173.7,57.55,2.949,0.491,0.1004,0.506,0.0129,0.499,COMBINED_DEGRADATION,1,140.62,6,19,0.183
7598.8,14.52,14.13,205.26,62.7,0.663,64.01,32.26,50.49,-59.4,1.29,10.55,0.264,-0.49,1.61,4.22,3.3,4.12,7774.8,180.18,58.55,2.823,0.519,0.1052,0.513,0.0193,0.495,COMBINED_DEGRADATION,1,137.74,6,20,0.197
7534.7,14.49,14.08,204.09,62.76,0.398,63.99,32.71,49.73,-98.6,1.26,10.15,0.001,-0.82,1.57,4.06,0.01,3.78,7764.4,190.47,59.48,2.508,0.527,0.0914,0.411,-0.0038,0.503,COMBINED_DEGRADATION,1,134.83,6,21,0.212
7456.4,14.4,14.14,203.55,63.42,0.641,63.79,33.17,48.55,-98.7,1.52,10.45,0.25,-0.82,1.9,4.18,3.12,4.21,7695.8,163.69,60.29,2.344,0.545,0.0946,0.393,0.0053,0.515,COMBINED_DEGRADATION,1,131.89,6,22,0.228
7882.4,14.41,16.25,234.25,64.96,0.639,67.33,33.64,50.07,-92.9,2.19,11.36,0.214,-0.77,2.74,4.54,2.68,4.25,7696.0,163.94,61.15,2.321,0.554,0.0988,0.417,0.0148,0.499,COMBINED_DEGRADATION,1,128.93,6,23,0.243
7557.0,14.41,14.69,211.61,65.94,0.664,64.85,34.12,49.08,-115.8,1.57,11.99,0.263,-0.97,1.96,4.8,3.29,4.38,7684.9,169.13,62.0,2.365,0.583,0.0824,0.446,0.0067,0.509,COMBINED_DEGRADATION,1,125.94,6,24,0.259
7475.5,14.35,14.65,210.23,65.78,0.476,64.65,34.61,48.05,-134.3,1.68,11.55,0.08,-1.12,2.1,4.62,1.0,4.12,7663.4,180.34,62.78,2.177,0.577,0.088,0.362,-0.0078,0.519,COMBINED_DEGRADATION,1,122.93,6,25,0.276
7566.9,14.39,15.29,220.04,67.47,0.665,65.56,35.11,47.85,-164.9,1.86,12.9,0.259,-1.37,2.32,5.16,3.24,4.6,7630.5,164.3,63.6,2.241,0.581,0.0914,0.409,0.0052,0.521,COMBINED_DEGRADATION,1,119.89,6,26,0.293
7351.1,14.29,14.58,208.27,67.36,0.532,64.35,35.63,46.58,-176.6,1.75,12.61,0.143,-1.47,2.19,5.04,1.79,4.41,7566.4,132.65,64.33,2.164,0.577,0.0925,0.347,0.0028,0.534,COMBINED_DEGRADATION,1,116.83,6,27,0.31
7589.5,14.31,15.84,226.77,68.55,0.642,66.38,36.15,47.32,-180.2,2.15,13.47,0.233,-1.5,2.69,5.39,2.91,4.68,7560.7,130.28,65.07,2.21,0.594,0.0883,0.376,0.0014,0.527,COMBINED_DEGRADATION,1,113.74,6,28,0.327
7365.4,14.24,15.19,216.34,69.14,0.62,64.64,36.68,45.57,-154.6,2.26,13.93,0.231,-1.29,2.82,5.57,2.89,4.81,7537.8,141.93,65.81,2.218,0.594,0.0884,0.358,-0.0024,0.544,COMBINED_DEGRADATION,1,110.64,6,29,0.345
7470.9,14.31,15.93,227.99,70.08,0.666,65.59,37.22,45.36,-190.0,2.47,14.65,0.266,-1.58,3.09,5.86,3.33,5.03,7525.0,141.62,66.55,2.287,0.594,0.0886,0.407,0.0149,0.546,COMBINED_DEGRADATION,1,107.51,6,30,0.363
7233.3,14.28,15.07,215.24,70.33,0.654,63.74,37.76,43.84,-186.8,2.34,14.85,0.273,-1.56,2.92,5.94,3.41,5.11,7494.8,166.27,67.3,2.158,0.62,0.0608,0.384,0.0007,0.562,COMBINED_DEGRADATION,1,104.36,6,31,0.381
7419.4,14.21,16.19,229.99,71.21,0.853,65.79,38.32,44.51,-194.8,2.75,15.55,0.456,-1.62,3.44,6.22,5.7,5.71,7491.1,167.49,68.08,2.017,0.641,0.0929,0.347,0.0119,0.555,COMBINED_DEGRADATION,1,101.19,6,32,0.399
7209.7,14.17,15.41,218.34,72.0,0.551,64.33,38.89,43.26,-205.2,2.57,16.31,0.17,-1.71,3.21,6.52,2.13,5.18,7423.9,127.05,68.79,2.033,0.632,0.0968,0.337,-0.0063,0.567,COMBINED_DEGRADATION,1,98.0,6,33,0.418
7341.8,14.2,16.3,231.44,73.35,0.915,65.64,39.46,43.33,-232.8,2.86,17.52,0.521,-1.94,3.58,7.01,6.51,6.21,7402.4,120.74,69.53,2.204,0.657,0.129,0.421,0.0244,0.567,COMBINED_DEGRADATION,1,94.79,6,34,0.437
7070.2,14.13,15.34,216.76,73.81,0.566,63.75,40.04,41.54,-240.3,2.71,18.01,0.193,-2.0,3.39,7.2,2.41,5.54,7361.8,153.08,70.33,2.155,0.666,0.1187,0.352,-0.0055,0.585,COMBINED_DEGRADATION,1,91.56,6,35,0.457
7239.7,14.08,16.59,233.63,74.29,0.766,65.37,40.64,41.61,-222.3,3.39,18.42,0.381,-1.85,4.24,7.37,4.76,6.06,7329.1,140.17,71.01,2.22,0.676,0.1224,0.385,0.013,0.584,COMBINED_DEGRADATION,1,88.32,6,36,0.477
7018.0,14.09,15.73,221.72,75.11,0.648,63.69,41.24,40.16,-247.8,3.11,19.3,0.278,-2.07,3.89,7.72,3.48,5.97,7295.8,167.84,71.79,2.162,0.688,0.1133,0.364,0.0003,0.598,COMBINED_DEGRADATION,1,85.05,6,37,0.497
7240.2,14.11,16.78,236.7,76.18,0.835,65.48,41.84,41.54,-233.0,3.4,20.27,0.449,-1.94,4.25,8.11,5.61,6.47,7260.9,136.5,72.55,2.23,0.707,0.1201,0.391,0.0119,0.585,COMBINED_DEGRADATION,1,81.77,6,38,0.517
6784.4,13.96,15.22,212.44,76.68,0.813,62.41,42.46,38.3,-251.7,3.22,20.96,0.461,-2.1,4.03,8.38,5.76,6.69,7202.8,192.0,73.3,2.225,0.727,0.12,0.367,0.0082,0.617,COMBINED_DEGRADATION,1,78.47,6,39,0.537
7048.9,13.99,16.53,231.27,77.57,0.606,64.9,43.08,39.69,-276.6,3.51,21.83,0.231,-2.31,4.39,8.73,2.89,6.33,7160.6,173.96,74.05,2.273,0.721,0.1243,0.402,-0.0027,0.603,COMBINED_DEGRADATION,1,75.15,6,40,0.558
6903.7,13.92,15.96,222.18,78.52,0.692,64.01,43.72,39.03,-275.4,3.36,22.85,0.328,-2.3,4.2,9.14,4.1,6.63,7127.6,187.73,74.87,2.26,0.725,0.1228,0.406,-0.0089,0.61,COMBINED_DEGRADATION,1,71.82,6,41,0.579
6988.9,13.84,16.89,233.81,78.97,0.741,65.28,44.36,38.7,-282.1,3.91,23.3,0.37,-2.35,4.89,9.32,4.62,6.89,7084.6,163.7,75.65,2.201,0.713,0.1154,0.387,0.0106,0.613,COMBINED_DEGRADATION,1,68.47,6,42,0.601
7152.5,13.93,17.47,243.38,80.45,0.772,66.82,45.0,40.09,-330.4,3.68,24.63,0.384,-2.75,4.6,9.85,4.8,7.04,7078.8,160.19,76.49,2.259,0.735,0.1027,0.394,-0.0079,0.599,COMBINED_DEGRADATION,1,65.11,6,43,0.622
6803.4,13.87,16.53,229.18,81.16,0.974,64.04,45.66,36.85,-326.0,3.88,25.43,0.614,-2.72,4.85,10.17,7.67,7.89,7025.0,153.08,77.27,2.384,0.741,0.1139,0.408,0.0227,0.632,COMBINED_DEGRADATION,1,61.73,6,44,0.644
6569.3,13.92,15.49,215.57,81.57,0.718,61.71,46.32,35.48,-315.1,3.59,26.06,0.376,-2.63,4.49,10.42,4.7,7.36,6974.9,203.68,78.05,2.393,0.757,0.0986,0.404,-0.0027,0.645,COMBINED_DEGRADATION,1,58.33,6,45,0.666
6755.3,13.69,16.76,229.51,82.23,0.767,64.93,46.99,36.45,-360.8,4.02,26.77,0.408,-3.01,5.03,10.71,5.1,7.59,6926.5,192.22,78.84,2.33,0.757,0.0986,0.396,0.0066,0.635,COMBINED_DEGRADATION,1,54.92,6,46,0.688
6800.4,13.76,17.07,234.96,83.39,0.832,65.1,47.67,36.54,-361.6,4.1,27.95,0.469,-3.01,5.12,11.18,5.86,7.9,6904.7,192.94,79.67,2.328,0.775,0.0937,0.401,-0.0002,0.635,COMBINED_DEGRADATION,1,51.49,6,47,0.711
6882.8,13.73,17.79,244.22,85.13,0.901,66.11,48.35,36.66,-365.3,4.44,29.63,0.531,-3.04,5.55,11.85,6.64,8.34,6869.0,157.3,80.57,2.525,0.782,0.0998,0.469,0.0049,0.633,COMBINED_DEGRADATION,1,48.05,6,48,0.734
6861.4,13.74,18.16,249.44,86.15,0.991,66.32,49.04,35.78,-405.3,4.67,30.58,0.62,-3.38,5.84,12.23,7.75,8.8,6876.7,154.83,81.51,2.662,0.799,0.118,0.477,0.0214,0.642,COMBINED_DEGRADATION,1,44.59,6,49,0.757
6632.4,13.65,17.16,234.26,86.5,1.297,64.76,49.74,34.61,-405.8,4.39,31.01,0.943,-3.38,5.49,12.4,11.79,9.9,6835.0,158.87,82.41,2.687,0.869,0.1737,0.443,0.0336,0.654,COMBINED_DEGRADATION,1,41.13,6,50,0.78
6643.8,13.64,17.49,238.53,87.76,0.958,65.38,50.45,34.38,-447.0,4.47,32.31,0.6,-3.73,5.59,12.92,7.5,9.02,6809.0,166.57,83.33,2.778,0.895,0.1648,0.488,0.0121,0.656,COMBINED_DEGRADATION,1,37.64,6,51,0.804
6700.7,13.63,17.89,243.86,88.72,1.1,65.62,51.16,34.71,-401.1,4.75,33.28,0.741,-3.34,5.94,13.31,9.26,9.56,6780.2,157.65,84.31,2.788,0.931,0.1664,0.459,0.0182,0.653,COMBINED_DEGRADATION,1,34.14,6,52,0.827
6168.7,13.51,15.82,213.74,89.14,0.916,61.52,51.88,31.08,-418.2,4.36,34.02,0.595,-3.48,5.45,13.61,7.44,9.31,6681.8,196.74,85.17,2.805,0.945,0.1581,0.443,-0.0032,0.689,COMBINED_DEGRADATION,1,30.63,6,53,0.851
6405.8,13.42,17.15,230.25,89.99,0.947,64.37,52.61,32.51,-432.1,4.78,35.0,0.607,-3.6,5.97,14.0,7.59,9.51,6642.1,208.01,86.06,2.791,0.943,0.1578,0.468,0.0127,0.675,COMBINED_DEGRADATION,1,27.11,6,54,0.876
6611.5,13.42,18.46,247.63,91.39,1.192,66.68,53.34,33.44,-463.1,5.19,36.37,0.834,-3.86,6.49,14.55,10.42,10.41,6646.3,206.92,87.04,2.767,0.99,0.1543,0.509,0.0236,0.666,COMBINED_DEGRADATION,1,23.57,6,55,0.9
6451.5,13.44,17.93,241.05,92.41,1.029,65.01,54.08,32.11,-445.0,5.21,37.46,0.685,-3.71,6.51,14.98,8.56,10.16,6615.9,210.94,88.06,2.681,1.016,0.1353,0.501,0.0109,0.679,COMBINED_DEGRADATION,1,20.02,6,56,0.925
6426.0,13.4,18.13,242.93,93.28,1.105,65.47,54.83,31.68,-488.5,5.28,38.38,0.759,-4.07,6.6,15.35,9.49,10.55,6578.5,208.08,89.05,2.6,1.044,0.1222,0.453,0.0113,0.683,COMBINED_DEGRADATION,1,16.46,6,57,0.95
6374.8,13.23,17.95,237.41,94.57,1.038,66.08,55.58,31.85,-505.1,5.14,39.73,0.695,-4.21,6.42,15.89,8.69,10.55,6527.7,188.68,89.99,2.718,1.057,0.1128,0.468,0.0026,0.682,COMBINED_DEGRADATION,1,12.89,6,58,0.975
6235.8,13.32,17.68,235.49,95.65,1.181,64.28,56.34,30.24,-491.1,5.34,40.96,0.849,-4.09,6.67,16.38,10.61,11.22,6465.1,170.49,90.94,2.865,1.076,0.116,0.508,-0.0064,0.698,COMBINED_DEGRADATION,1,9.3,6,59,1.0
9865.6,14.77,23.03,340.2,39.83,0.611,82.43,42.49,73.56,16.0,0.13,-14.88,0.015,0.13,0.16,-5.95,0.19,3.23,9865.6,0.0,39.83,0.0,0.611,0.0,0.0,0.0,0.264,NORMAL,0,94.6,7,0,0.0
9923.0,14.83,23.36,346.43,47.97,0.603,82.32,42.49,73.51,46.5,0.34,16.92,0.004,0.39,0.42,6.77,0.05,3.62,9894.3,28.7,43.9,4.07,0.607,0.004,0.0,0.0,0.265,NORMAL,0,94.52,7,1,0.0
9992.5,14.76,23.55,347.47,54.07,0.546,83.22,42.49,74.84,54.8,0.25,15.69,-0.059,0.46,0.31,6.28,-0.74,3.37,9927.0,51.89,47.29,5.833,0.587,0.0289,3.56,-0.0162,0.252,NORMAL,0,94.44,7,2,0.0
9855.3,14.77,23.01,339.85,59.74,0.662,81.97,42.49,73.41,60.9,0.36,15.13,0.071,0.51,0.45,6.05,0.89,3.32,9909.1,54.62,50.4,7.388,0.606,0.0411,3.318,0.0085,0.266,NORMAL,0,94.36,7,3,0.0
9904.3,14.75,23.18,341.75,64.24,0.575,82.62,42.49,74.09,45.3,0.24,14.07,-0.022,0.38,0.3,5.63,-0.28,3.07,9908.1,48.9,53.17,8.62,0.599,0.0388,3.051,-0.0045,0.259,NORMAL,0,94.28,7,4,0.0
10359.9,14.81,25.26,374.0,68.9,0.565,86.28,42.49,77.48,20.1,0.09,13.13,-0.08,0.17,0.11,5.25,-1.0,2.84,9983.4,174.18,55.79,9.812,0.594,0.0376,2.907,-0.0046,0.225,NORMAL,0,94.2,7,5,0.0
9825.7,14.72,23.02,338.91,71.8,0.616,82.19,42.49,72.95,38.3,0.4,11.92,0.026,0.32,0.5,4.77,0.33,2.73,9960.9,170.44,58.08,10.673,0.597,0.0357,2.664,0.0004,0.27,NORMAL,0,94.12,7,6,0.0
10264.6,14.8,24.85,367.82,75.48,0.644,85.43,42.49,76.63,34.1,0.2,11.38,0.01,0.28,0.25,4.55,0.13,2.5,9998.9,188.43,60.25,11.523,0.603,0.0369,2.546,0.0024,0.234,NORMAL,0,94.04,7,7,0.0
9767.5,14.8,22.39,331.41,77.8,0.6,81.08,42.49,73.28,60.2,0.13,10.69,0.018,0.5,0.16,4.28,0.23,2.5,9973.2,191.96,62.2,12.184,0.602,0.0348,2.373,-0.0007,0.267,NORMAL,0,93.96,7,8,0.0
10292.4,14.75,24.96,368.29,80.24,0.625,85.86,42.49,77.16,45.0,0.23,9.79,-0.01,0.38,0.29,3.92,-0.13,2.2,10005.1,205.76,64.01,12.762,0.605,0.0337,2.245,0.0008,0.228,NORMAL,0,93.88,7,9,0.0
9699.3,14.75,22.39,330.32,81.15,0.585,81.16,42.49,71.99,15.3,0.23,8.48,0.005,0.13,0.29,3.39,0.06,2.18,9988.4,222.41,68.14,10.805,0.602,0.0341,1.843,-0.001,0.28,NORMAL,0,93.8,7,10,0.0
9870.2,14.76,23.01,339.53,82.88,0.587,82.28,42.49,73.81,45.3,0.22,8.09,-0.007,0.38,0.28,3.24,-0.09,2.04,9983.2,224.51,71.63,9.252,0.601,0.0344,1.601,0.0023,0.262,NORMAL,0,93.72,7,11,0.0
9946.4,14.74,23.43,345.35,83.99,0.64,82.99,42.49,74.26,49.8,0.32,7.25,0.039,0.41,0.4,2.9,0.49,1.91,9978.6,224.75,74.62,7.816,0.61,0.0309,1.347,-0.0012,0.257,NORMAL,0,93.64,7,12,0.0
9873.6,14.88,23.17,344.67,85.18,0.554,81.57,42.49,72.78,54.3,0.41,6.82,-0.039,0.45,0.51,2.73,-0.49,1.93,9980.4,223.81,77.17,6.605,0.599,0.0296,1.163,-0.0012,0.272,NORMAL,0,93.56,7,13,0.0
9818.7,14.78,22.81,337.21,85.86,0.603,81.83,42.49,73.16,34.5,0.2,6.11,0.013,0.29,0.25,2.44,0.16,1.78,9971.8,228.15,79.33,5.459,0.602,0.0285,0.942,0.0021,0.268,NORMAL,0,93.48,7,14,0.0
10405.3,14.84,25.6,379.97,87.27,0.625,86.23,42.49,77.27,50.5,0.36,5.63,-0.021,0.42,0.45,2.25,-0.26,1.52,9976.4,236.14,81.16,4.675,0.608,0.0263,0.859,0.0005,0.227,NORMAL,0,93.4,7,15,0.0
9879.5,14.86,23.34,346.9,87.72,0.593,81.74,42.49,72.45,52.9,0.54,5.04,-0.001,0.44,0.67,2.02,-0.01,1.71,9981.8,233.24,82.76,3.853,0.606,0.0265,0.68,-0.0028,0.276,NORMAL,0,93.32,7,16,0.0
10103.7,14.79,23.94,353.99,88.75,0.609,84.05,42.49,75.94,46.0,0.09,4.9,-0.008,0.38,0.11,1.96,-0.1,1.46,9965.7,218.24,84.08,3.374,0.602,0.0234,0.608,0.0005,0.241,NORMAL,0,93.24,7,17,0.0
9793.8,14.79,22.62,334.58,88.67,0.548,81.53,42.49,73.18,39.0,0.15,4.13,-0.039,0.33,0.19,1.65,-0.49,1.55,9968.3,215.98,85.17,2.891,0.597,0.0285,0.468,-0.0043,0.268,NORMAL,0,93.16,7,18,0.0
10173.1,14.76,24.36,359.55,89.37,0.656,84.73,42.49,76.32,54.3,0.23,3.82,0.033,0.45,0.29,1.53,0.41,1.33,9956.4,200.49,86.08,2.618,0.6,0.0327,0.457,0.0039,0.237,NORMAL,0,93.08,7,19,0.0
9932.3,14.8,23.38,346.01,90.07,0.606,82.54,42.49,73.8,49.4,0.33,3.89,0.007,0.41,0.41,1.56,0.09,1.48,9979.7,181.94,86.98,2.283,0.602,0.0324,0.399,0.0011,0.262,NORMAL,0,93.0,7,20,0.0
10051.2,14.78,23.92,353.42,90.2,0.596,83.71,42.49,74.88,41.2,0.29,3.34,-0.016,0.34,0.36,1.34,-0.2,1.35,9997.8,179.14,87.71,2.01,0.603,0.0321,0.345,-0.0024,0.251,NORMAL,0,92.92,7,21,0.0
10097.9,14.8,23.85,353.13,90.32,0.613,83.78,42.49,75.99,65.8,0.12,2.83,-0.001,0.55,0.15,1.13,-0.01,1.23,10012.9,180.55,88.34,1.714,0.6,0.0299,0.286,0.0033,0.24,NORMAL,0,92.84,7,22,0.0
10228.7,14.74,24.67,363.71,91.09,0.607,85.43,42.49,76.69,39.8,0.21,2.87,-0.023,0.33,0.26,1.15,-0.29,1.19,10048.4,184.54,88.93,1.531,0.606,0.0256,0.291,0.0002,0.233,NORMAL,0,92.76,7,23,0.0
9959.0,14.82,23.07,341.92,91.07,0.623,82.55,42.49,75.29,61.5,-0.05,2.54,0.022,0.51,-0.06,1.02,0.28,1.25,10062.5,171.41,89.45,1.26,0.608,0.0261,0.211,-0.0001,0.247,NORMAL,0,92.68,7,24,0.0
10016.0,14.75,23.47,346.06,90.91,0.655,83.41,42.49,75.67,62.3,0.1,2.04,0.049,0.52,0.12,0.82,0.61,1.22,10023.5,127.77,89.82,1.091,0.611,0.0294,0.177,0.0034,0.243,NORMAL,0,92.6,7,25,0.0
10423.0,14.87,25.66,381.47,91.73,0.622,86.36,42.49,77.36,31.5,0.24,2.07,-0.028,0.26,0.3,0.83,-0.35,1.08,10077.9,165.09,90.22,0.977,0.614,0.029,0.166,0.0007,0.226,NORMAL,0,92.52,7,26,0.0
9893.6,14.81,23.25,344.29,91.69,0.614,82.22,42.49,73.31,42.5,0.34,1.94,0.018,0.35,0.42,0.78,0.23,1.35,10056.9,173.62,90.51,0.933,0.614,0.029,0.168,0.0037,0.267,NORMAL,0,92.43,7,27,0.0
10228.8,14.89,24.77,368.75,92.07,0.644,84.45,42.49,75.64,54.4,0.38,1.89,0.016,0.45,0.47,0.76,0.2,1.2,10100.4,155.84,90.85,0.811,0.624,0.02,0.15,-0.0007,0.244,NORMAL,0,92.35,7,28,0.0
9938.2,14.73,23.16,341.0,91.51,0.631,83.18,42.49,75.02,25.6,-0.03,1.23,0.029,0.21,-0.04,0.49,0.36,1.18,10076.9,160.74,91.07,0.66,0.621,0.0172,0.08,0.0014,0.25,NORMAL,0,92.27,7,29,0.0
10221.3,14.81,24.52,363.09,92.32,0.598,85.1,42.49,76.65,23.5,0.02,1.65,-0.032,0.2,0.02,0.66,-0.4,1.09,10105.8,158.1,91.29,0.666,0.62,0.018,0.118,0.0001,0.233,NORMAL,0,92.19,7,30,0.0
9612.5,14.83,21.86,324.22,91.62,0.56,79.73,42.49,71.4,48.1,0.23,1.27,-0.009,0.4,0.29,0.51,-0.11,1.44,10061.9,217.04,91.43,0.561,0.617,0.0248,0.072,-0.0029,0.286,NORMAL,0,92.11,7,31,0.0
10025.6,14.78,23.64,349.53,91.33,0.637,83.45,42.49,75.14,46.8,0.15,0.84,0.028,0.39,0.19,0.34,0.35,1.17,10054.7,216.92,91.53,0.427,0.619,0.0255,0.013,0.0017,0.249,NORMAL,0,92.03,7,32,0.0
